Pattern String,Comment,Pattern Category,Pattern Type,Where in website?,Deceptive?,Website Page
ONLY 3 LEFT IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.etnies.com/us/mens/shoes/marana-vulc-4101000425.html?dwvar_4101000425_color=133
Only 8 item(s) left,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.everything5pounds.com/en/Knot-Strap-Velveteen-Heeled-Sandals/p/618485
Stock Low : 6 items left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.ezibuy.com/shop/nz/margot-accessories-stargazer-necklace-and-bracelet-set/p/181854/outlet
Only 5 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.fabletics.ca/product?id=7562725&psrc=womens%5Foutfits%5Foutfits%2Dgym%2Dand%2Dworkout
"In Stock, Only 1 Left!",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.fahrneyspens.com/Item--i-363363
In stock | 44 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.faithful-to-nature.co.za/future-this-skinny-green-tea
Only 9 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.famous-smoke.com/olor+nicaragua+connecticut+churchill+by+perdomo+cigars/item+54441
Only 9 units left in stock online.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.farmers.co.nz/electrical/kitchen-appliances/food-processors-mixers-blenders/russell-hobbs-5-5-litre-kitchen-machine-rhkm10-6373673
Hurry! Almost Sold Out...,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.fashionnova.com/collections/sandals/products/always-blooming-flat-sandal-red
Only 1 left in Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.fastrack.in/product/fastrack-blue-full-rimmed-100-uv-protected-sunglasses-for-girls-c053bu1f
limited availability at this price!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.finditparts.com/products/5949216/ecco-ew2461na
only 7 pieces left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.fivebelow.com/room/storage-and-organization/3-drawer-mini-organizer-7-5in-x-6in-x-6-5in-86a6dc.html
Only 4 left in this size!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.fleetfeet.com/products/mens-nike-epic-react-flyknit-2
"Hurry, Only a few left!",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.flipkart.com/dell-21-5-inch-full-hd-led-backlit-ips-panel-monitor/p/itmewm8z7rnxvtjp?pid=MONEWM8Z3ZM9GEF3&srno=b_1_17&otracker=hp_omu_Best%2Bof%2BElectronic%2BDevices_3_4XCTE4I74A_8&lid=LSTMONEWM8Z3ZM9GEF3YLTKZX&fm=organic&iid=ef4003ce-7151-4720-b111-039dd96be6d0.MONEWM8Z3ZM9GEF3.SEARCH
Hurry! Only 1 Pair left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.fluevog.com/shop/5346-211-carrall-street-black-cutouts?item=1&of=242&anchor=true
Hurry! Limited Quantity Available.,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.footjoy.com/golf-apparel/women/shirts/prodry-interlock-sleeveless-shirt-self-collar-women/001SPD.html?dwvar_001SPD_color=25476
Less than 6 items left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.footlocker.com.au/en/p/under-armour-hover-phantom-men-shoes-73267?v=244207669904
Low Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.forever21.com/us/shop/catalog/product/f21/promo-spring-break-deals/2000340704
ONLY 2 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.forplaycatalog.com/p/Valentines-Day-Dresses/Ya-Live-and-Ya-Lace-Mini-Dress/175849.html
Hurry! Only Limited Items Left,Product detail. Unclear how many.,Scarcity,Low-stock Message,Product Page,No,https://www.freeshipdeals.com/products/magic-toy-truck
Last chance! Only 1 left,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.freestylextreme.com/us/home/brands/oneill/oneill-forest-night-hybrid-finesse-womens-snowboarding-jacket.aspx?prodid=388122&refine=d%7b3422%7d&catid=4373
"Only 5 left , In Stock",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.fullbeauty.com/products/the-jinal-wide-calf-boot-by-comfortview/1032810-C.html#cgid=FBB_Shoes_Shop%20_By_Brand_Comfortview
Only 1 in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.fwrd.com/product-fleur-du-mal-for-fwrd-midi-slip-with-low-back/FLEF-WI73/?d=Womens
LAST 1 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.garmentquarter.com/self-portrait-3d-floral-mini-dress-white.html
167 piece(s) left for this promo,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.gearbest.com/3d-printers-3d-printer-kits/pp_009954647322.html?wid=1433363
Only 8 item(s) left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.gg3be0.com/products/lovely-pet-socks
ONLY 4 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.glasses.com/sunglasses/Arnette-AN4239/MATTE+BLACK+/+Grey+Mirror?sku_default=35125
ONLY 1 LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.glassesdirect.co.uk/glasses/ray-ban-4246v/?prca=PRCA50001790&aspect=front
Only 9 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.grahamandgreen.co.uk/zuri-extra-large-blue-and-yellow-pendant
Only a few left,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.haglofs.com/fi/en-fi/grym-evo-jacket-men/p/604254-48H.html?size=020
In Stock (8) Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.hand2mind.com/item/tenframe-floor-mat-set-activity-set/8758
8 items left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.harney.com/products/very-berry-matcha?variant=36631926470
"LOW IN STOCK, only 2 left",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.hatsandcaps.co.uk/laulhere-hats-merino-wool-french-military-beret-green-p150025/
1 left in stock. Hurry!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.headphonezone.in/products/audeze-lcd-xc-music-creator-special
20 units left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.healthkart.com/sv/muscleblaze-bcaa-gold/SP-50087?navKey=VRNT-91279
only 2 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.heartlandamerica.com/sharp-cb-bh20-all-in-one-bluetooth-system-cd-player.html
ONLY 1 REMAINING,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.helmutlang.com/H000188X.html?cgid=certified-pre-owned?dwvar_H000188X_color=E08
(5 Left),Less than 5 available for all items.,Scarcity,Low-stock Message,Product Page,No,https://www.hijup.com/en/blouse/50912-alka-top?h_source_url=%2Fen%2Ftags%2Fwelcoming-spring&h_source=welcoming-spring-page&h_medium=product-list&h_content=welcoming-spring
ONLY 1 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.homage.com/collections/new-arrivals/products/cleveland-cavs-on-fire
Hurry only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.houseoffraser.co.uk/women/true-religion-metalic-logo-world-tour-hoodie/d905306.pd#294541804
Only 8 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.houzz.com/product/68549926-aludra-4-light-oil-rubbed-bronze-metal-mesh-shade-semi-flush-mount-chandelier-industrial-flush-mount-ceiling-lighting
Availability: Low Stock 4 Remaining,Vague wording of stock. Nearly all products low on stock.,Scarcity,Low-stock Message,Product Page,No,https://www.icing.com/us/gold-flower-petal-bead-stud-earrings---purple-235690.html
Low Stock! Only 3 left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.indiemerch.com/psycroptic/item/63655
Hurry! Only 6 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.intotheam.com/collections/sale-items/products/paint-splatter-black-pullover-hoodie
Low Stock Alert: Only 8 left in inventory,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.jaanuu.com/products/the-slim-cargo-trouser-pant-j/ceil-blue
LOW STOCK: Only 1 left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.jabong.com/superdry-navy-blue-printed-round-neck-regular-fit-t-shirt-7292248.htm?pos=22
Only A Few Left,Product detail. Doesn't say how many.,Scarcity,Low-stock Message,Product Page,No,https://www.jackerwin.com/collections/all/products/franklin-venetian-driving-loafer?variant=12712436072534
ONLY A FEW LEFT IN STOCK,Product detail. Doesn't say how many.,Scarcity,Low-stock Message,Product Page,No,https://www.jaeger.co.uk/regular-micro-texture-grandad-collar-shi-e6bf96
Only 2 Left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.jayjays.com.au/shop/en/jayjays/girls/sale/all-sale/square-neck-mini-dress-931936-1?colour=BLUE%20BLACK%20WHITE%20STRIPE
ONLY A FEW LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.jcrew.com/p/shops/40offselectstyles/shirts/silk-buttonup-shirt/H6232?sale=true&isFromSale=true&color_name=subtle-pink
Only 7 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.jetpens.com/Caran-d-Ache-Fibralo-Brush-Pen-15-Color-Bundle/pd/24407
Only 4 items left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.joesjeans.com/the-slim-fit/d/3605C1686?CategoryId=514
Only 5 Left in Stock. Buy Soon!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.jossandmain.com/decor-pillows/pdp/eddie-bauer-edgewood-plaid-cotton-throw-pillow-erb1662.html?piid=18099793
ONLY 12.5M LEFT IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.justfabrics.co.uk/curtain-fabric-upholstery/en-garde-sporting-life-fabric/
Only 2 items left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.katyperrycollections.com/the-jackie/d/90046C9181?CategoryId=400
2 LEFT,Product image,Scarcity,Low-stock Message,Product Page,No,https://www.kaufmann-mercantile.com/product/149000066943/n-8-olive-wood-folding-pocket-knife-sheath
Only 3 left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.kingpower.com/product/cheero-power-plus-10050-m-ah-danboard-version-flower-series-green?collection=happy-travel&lang=en
Only a few more left!,Product detail. Doesn't say how many.,Scarcity,Low-stock Message,Product Page,No,https://www.kurufootwear.com/womens-quantum-leather.html?color=JetBlack-White
Only 6 items left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.lazada.sg/products/luggage-polo-city-set-of-3-pcs-hard-case-contains-cabin-size-baggage-20-check-in-baggage-24-and-check-in-baggage-28-4-wheel-movement-comes-with-inline-lock-system-local-sg-seller-black-i280970860-s441919071.html?pos=8&clickTrackInfo=7772c966-9a90-4d6a-ad58-06e652152964__280970860__10001996__hot__126022__0.09492912__0.07858519__0.0__0.5425024__0.00321__0.07858519&acm=201712060.1003.1.2263805&scm=1007.24025.126022.0
Hurry! Only 2 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.levelninesports.com/k2-spyne-130-lv-ski-boots-2018
2 items left,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.levi.in/ribcage_pleated_cropped_jeans/729500002.html
Limited Availability,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.levi.in/ribcage_pleated_cropped_jeans/729500002.html
We only have 8.0000 left in Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.lightbulbs-direct.com/homepage-products/f18w-835-t8-2ft-triphosphor-white-25-pack-8908/
Only 1 left in stock! Order soon!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.lindinger.at/en/airplanes/accessories/sound-und-lighting/lighting/unilight-ultra-power-8wx2-mini-flash-8mm-white
Only 2 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.lovecrochet.com/us/west-yorkshire-spinners-bo-peep-luxury-baby
Only 7 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.loveknitting.com/us/west-yorkshire-spinners-bo-peep-luxury-baby
QUICK! ONLY 1 LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.lunya.co/products/cozy-pima-alpaca-jogger?variant=14239007997995
Going Fast: Limited Quantities Left!,"Shown even if product is ""in stock""",Scarcity,Low-stock Message,Product Page,No,https://www.mackspw.com/Avery-Double-Loop-Game-Call-Lanyard
In Stock - Limited Quantity,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.macsautoparts.com/ford_fairlane_torino/how-to-restore-your-collector-car-2nd-edition-288-pages-with-287-color-and-black-and-white-photos-398985.html
Only 25 Deals left,Produt detail,Scarcity,Low-stock Message,Product Page,No,https://www.marideal.mu/voila-bagatelle.html
1 in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.maxguitarstore.com/products/tonepros-t1z-stg-tailpiece/
Currently less than 10 available,Product image,Scarcity,Low-stock Message,Product Page,No,https://www.merchoid.com/product/spider-man-white-spider-premium-hoodie/
Only 1 piece left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.mirraw.com/designers/style-in-banaras/designs/sky-blue-woven-banarasi-silk-saree-with-blouse-banarasi-silk-saree--15c6eb80-f707-45ea-bc37-a317ba3987cc
Hurry! Only 1 left!,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.modcloth.com/shop/dresses/botanical-breakfast-knit-a-line-dress-in-dots/153130.html
Almost Sold Out! Only 2 Left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.moodfabrics.com/applications/outerwear-fabrics/jacketing-fabrics
"ONLY 5 LEFT, ORDER SOON!",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.motionrc.com/products/roban-uh-60-blackhawk-v3-600-size-helicopter-scale-conversion-kit
Only 9 Left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.motorcyclecloseouts.com/hot+deals/garage+sale+-+1+of+a+kind/leatt_gpx+4.5+2017+x-flow+mesh+jersey
Hurry! Only 1 Left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.mountaingear.com/la-sportiva-nepal-cube-gtx-mountaineering-boot---men%27s/MG240696P.html
Only 867 left,Product detail. Shown for all products.,Scarcity,Low-stock Message,Product Page,No,https://www.mrdiy.com.my/dynamo-power-concentrated-gel-detergent-freshness-of-downy-passion-1-44kg-9750091-001001
10 Left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.mybobs.com/view-in-your-room/boulder-entertainment-74%22-tv-console-with-tv-hutch/p/boulder-entertainment-74-tv-console-with-tv-hutch
Hurry! 1 items left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.mydeal.com.au/baumr-ag-7-tonne-electric-log-splitter-324458
LOW STOCK (ONLY 10 LEFT!),Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.mydigitaldiscount.com/centralite-3-home-lighting-lamp-dimmable-control-module-for-samsung-smartthings-and-other-smart-hubs-with-zigbee-wireless-model-3100/
10 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.namenecklace.com/14k-gold-plated-carrie-name-necklace-copper-ntjznl32.html
ONLY 1 ITEM LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.nastygal.com/can-you-feel-the-lace-tonight-bodysuit/AGG85953-1.html?color=105
Only 13 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.naturehills.com/apple-tree-pink-lady-cripps-pink-variety
only 5 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.needleandthread.com/uk/all-womenswear/new-arrivals/shimmer-sequin-midaxi-skirt-ivory-rainbow
2 in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.nest.co.uk/product/modernica-bubble-saucer-pendant-lamp
Only 11 Left In Stock,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.netmeds.com/non-prescriptions/gnc-pro-performance-amp-amplified-wheybolic-extreme-60-original-cookies-n-cream-3lb
Only 3 pieces in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.newrepublicman.com/collections/featured/products/mason-suede-cap-toe-dirty-buck?variant=18134350758003
Less than 10 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.nhlshop.ca/Gym_Essentials/Mens_Vegas_Golden_Knights_Fanatics_Branded_Charcoal_2018_Western_Conference_Champions_Game_Misconduct_Performance_-_T-Shirt
Less than 7 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.noahscave.com/product/360-degree-rotation-flexible-phone-selfie-holder-snake-like-neck-bed-mount-anti-skid-iphone-android-phones/
3 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.nordstromrack.com/shop/product/2644370/kenneth-cole-reaction-lift-off-20-expandable-carry-on-spinner?color=BLUE
Only 2 copies left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.normanrecords.com/records/174279-red-stars-cpr-earth-is-heaven-heaven-is
Only 4 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.novica.com/p/ceramic-sculpture-of-andean-god-of-abundance/282382/
Only 20 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.nrastore.com/wiley-x-omega-polarized-ballistic-glasses
Only 5 left!,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.onekingslane.com/p/4656858-merrimack-right-facing-sectional-sea-glass-linen.do?refType=&from=fn&catnav=122052
5 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.onekingslane.com/p/4656858-merrimack-right-facing-sectional-sea-glass-linen.do?refType=&from=fn&catnav=122052
5 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.onepiece.com/en-us/all/terry-churchill-jumpsuit-vintage-green
"Hurry, limited quantities left!","All items have limited quantities. Hardcoded in code. Technically true, since everything is limited but most consumers would interpret otherwise.",Scarcity,Low-stock Message,Product Page,No,https://www.orthofeet.com/collections/men-shoes/products/mens-athletic-sneaker
ONLY 1 ITEM LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.othertees.com/shop/product/786/Where-It-Counts
"Hurry, only 302 left.",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.ottega.com/collections/watches/products/the-immaculate?variant=29803056914
Low in stock: only 2 left.,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.ounass.ae/shop-balenciaga-navy-political-campaign-logo-t-shirt-for-men-212711954_14.html
ONLY 5 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.overstock.ca/Home-Garden/Sleep-Zone-Huntington-10-inch-Split-California-King-size-Memory-Foam-Mattress-and-Adjustable-Bed-Set/15923853/product.html?refccid=SHQYBMI7HNTYT6CCRZBPK4ASWI&searchidx=6
Hurry! Only 6 left in stock!,Product detail ,Scarcity,Low-stock Message,Product Page,No,https://www.peopletree.co.uk/edits/va-collection/va-poppy-print-wide-leg-trousers-
Only 2 left in stock. Make it yours.,Product detail ,Scarcity,Low-stock Message,Product Page,No,https://www.perigold.com/rugs/pdp/exquisite-rugs-natural-hide-hand-woven-cowhide-beige-area-rug-ruge2233.html?piid=25306213&ds=172660
Currently 8 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.phaserfpv.com.au/collections/new-products/products/airbotfurling32bl_3235a3-6sdshot1200wcurrentsensorws2812bledesc
Hurry! Only 2 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.plumbworld.co.uk/diamond-800mm-side-panel-8mm-glass-349-1252793
Only a few left of this product!,Product image,Scarcity,Low-stock Message,Product Page,No,https://www.plumbworld.co.uk/diamond-800mm-side-panel-8mm-glass-349-1252793
Only 16 Left in Stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.plumprettysugar.com/charlie-v2-life-in-photographs
HURRY! ONLY 2 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.polyvinylrecords.com/product/when_they_fight_they_fig
Only 8 left in stock. Almost Gone!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.pouted.com/product/baby-sleeping-shark/
"Hurry, only 1 left in stock!",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.powder7.com/YoColorado-Mens-Colorado-Flag-Beanie-Hat/sale
Only 3 Left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.predatornutrition.com/pre-workout/5per-rich-piana/5150-international.html?cgid=Pre%20Workout
Only one left in stock - order soon!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.primrose.co.uk/21m-freestanding-halogen-bulb-infrared-electric-patio-heater-with-black-rattan-base-firefly-p-86284.html?cPath=1299_1300_3189_10997
This size has only 1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.proenzaschouler.com/shopping/pre-order-light-acid-denim-xxl-tote-13396245
Only 2 Left in Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.pssl.com/ADJ-American-DJ-32-Hex-Panel-IP-32-x-12W-LED-IP65-Wash-Panel
"HURRY, LOW IN STOCK!",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.publicdesire.com/us/zoe-platform-ankle-boots-in-blush-faux-suede
HURRY ONLY 1 ITEM LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.publicdesire.com/us/zoe-platform-ankle-boots-in-blush-faux-suede
Only 1.75 yards left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.quiltedjoy.com/product/quilt-fabric/108-wide-backing-fabric/kaffe-fassett-circles-108-blue
Availability: Only 4 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.rainbowshops.com/p/lavender-and-vanilla-crystal-beads-air-freshener-1163075146003.html
Low in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.reebok.com/us/reebok-crossfit-cali-muscle-tank/DP3554.html?pr=home_rr&slot=2
Only 5 pcs left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.reima.com/int/ReimaGO/Reimatec-talvihaalari-Stavanger/p/520237-9990
Only 4 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.reptilecentre.com/lucky-reptile-desert-bedding-golden-yellow-20-litre_p31559442.htm
"ONLY 5 LEFT, HURRY!",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.ribblecycles.co.uk/hope-post-mount-to-post-disc-brake-adaptor/#pid=39155
QUANTITY: *ONLY 1 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.riccardiboston.com/collections/mens-sale/products/aeronautics-agency-zip-up-hoodie
Only 3 available,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.roamans.com/products/the-vylon-hiker-all-weather-bootie-by-comfortview/1000757.html#cgid=RM_Comfortview
"Only 3 left , In Stock",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.roamans.com/products/the-vylon-hiker-all-weather-bootie-by-comfortview/1000757.html#cgid=RM_Comfortview
(Only 1 Left),Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.rockabilia.com/browse/artists-groups/j/jimi-hendrix/jimi-hendrix-rock-roll-n-soul-are-you-experienced-blk-ls-button-up-shirt-dress-shirt-411649.html
1 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.rosenbergshoes.com.au/dr-martens/1460-8-eye
only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.saba.com.au/amara-milano-peplum--dress--WS18255.html?dwvar_WS18255_color=REDPLUM&dwvar_WS18255_size=XXS
4 SEATS LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.sallybeauty.co.uk/training-courses-best-sellers/kate-hughes-introduction-to-makeup-workshop/116305.html
10 SEATS LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.salon-services.com/training/beauty-and-nails-training-courses/brows%2C-lashes-and-makeup-courses/salon-system-lash-curl%2C-lash-lift-and-lash-tinting-course/999564.html?cgid=training-beauty-nails-training-courses-eyelashes-eyebrows-makeup-courses
Hurry! Only 2 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.shoeaholics.com/brands/women/carvela-kurt-geiger/spectacle-white-leather-carvela-kurt-geiger
ONLY 9 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.shop49ers.com/mens-nike-jerry-rice-camo-san-francisco-49ers-salute-to-service-retired-player-limited-jersey/p-92445105919403+z-810-444780292
Only 3 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.shopimpressions.com/products/shopping-in-beverly-hill-shift-dress-in-hot-pink
Only 26 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.shoporangetheory.com/Product/1433658-OTF_BlenderBottle_28_oz_Sportmixer-Count_of_10-OT-BLBTL28?cat=ACCESS#frm%3DACCESS%26p%3D17
Only 3 Left! Get it before it`s gone!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.shopplanetblue.com/product/blue-life-deep-v-sleeveless-romper-rosewood-tie-dye
ONLY 20 LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.simplycarbonfiber.com/products/real-carbon-fiber-heart
94% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,No,https://www.simplycarbonfiber.com/products/real-carbon-fiber-heart
Only a few left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.simplyswim.com/products/tyr-swarm-blade-jammer-green
"Hurry, only 2 left in stock",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.sivanaspirit.com/collections/sale/products/control-fit-scoop-neck-long-sleeve-top
Clearance! Only 4 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.snowys.com.au/advanced-skin-12-set-running-pack
"Available, only 2 left",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.solomotoparts.com/K-and-N-36-38mm-Mikuni-Air-Filter-6-Dia.-Chrome-Bonnet-Style-for-Custom-Air-Cleaner-Assemblies/
In Stock. Only 1 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.sonicelectronix.com/item_165301_Phoenix-Gold-RX2-500.1.html
In Stock Only 5 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.sportscraft.com.au/heidi-stripe-long-sleeve-tee-9344961873824.html
Limited-time Deal,Product detail. ,Scarcity,Low-stock Message,Product Page,No,https://www.sportsmansoutdoorsuperstore.com/products2.cfm/ID/214582
2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.sportsmansoutdoorsuperstore.com/weekly-deals.cfm/sale/windham-pistol--and--rifle-deals-4650
Only 4 unit(s) available!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.spotmodel.com/product_info.php?products_id=13043
"Hurry, only 5 left",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.stanley-pmi.com/shop/classic-vacuum-insulated-bottle-2-qt
LIMITED QUANTITY,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.starbuy.com.au/trollbeads-silver-neither-bird-nor-fish-bead-tagbe-10003-11126
Last 1 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.stefaniamode.com/tz/shopping/high-waist-trousers-13333637
Low Stock Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.steinhafels.com/merchandise/product/details/summit-6-pc-power-recline-modular-242ZPK608
7 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.stio.com/products/kids-hometown-down?variant=13130753114177
HURRY! ONLY 1 IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.superfi.co.uk/p-21337-marantz-sr6013-92-channel-4k-network-av-surround-receiver-with-heos-and-alexa-voice.aspx
Availability: 5 items left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.surfstitch.com/a_brand-womens-a-double-oh-flare-hot-flamingo-71475-4026.html?dwvar_a__brand-womens-a-double-oh-flare-hot-flamingo-71475-4026_swatchColour=HOT%20FLAMINGO&cgid=womens-new_arrivals
